Countycode,County,Jurisdiction (NCIC),BCS number,ID,Victim Number,Month of Report,Year of Report,Total Victim,Total Suspects,Gender,W_Race/Ethnicity,Race/Ethnicity,Age,Crime Status,Victim/Offender Relationship #1,Victim/Offender Relationship #2,Victim/Offender Relationship #3,Victim/Offender Relationship #4,Month of Incident,Day of month of Incident,Year of Incident,Day of week,Year of Death,Means of death,Location,Precipitating Event,Special Circumstance
34,Sacramento,3400,01609,340001609,1,9,2003,1,1,female,American Indian and Alaska Native,American Indian,34,1,Wife,,,,9,21,2003,1,2003,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,01924,340001924,1,10,2003,1,1,female,White,White,41,1,Girlfriend,,,,10,11,2003,7,2003,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,01926,340001926,1,10,2003,1,1,male,White,White,32,1,Husband,,,,10,30,2003,5,2003,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,02093,340002093,1,11,2003,1,1,female,White,White,38,1,Wife,,,,11,12,2003,4,2003,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3402,02004,340202004,1,11,2003,2,1,female,White,White,35,1,Wife,,,,11,18,2003,3,2003,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3404,00323,340400323,1,1,2003,1,3,female,Black or African American,Black,18,1,Girlfriend,Acquaintance,Acquaintance,,1,13,2003,2,2003,Handgun (pistol/revolver),Street/side walk,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3404,01613,340401613,1,8,2003,1,1,female,Asian,Other Asian,21,1,Girlfriend,,,,8,6,2003,4,2003,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,00715,340000715,1,2,2004,1,1,male,Black or African American,Black,26,1,Boyfriend,,,,2,8,2004,1,2004,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,00721,340000721,1,2,2004,1,1,female,White,White,62,1,Girlfriend,,,,2,29,2004,1,2004,"Personal weapon (hands/feet, etc)",Shared residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,02743,340002743,1,9,2004,1,1,female,Hispanic,Hispanic,49,1,Girlfriend,,,,9,17,2004,6,2004,Other,Street/side walk,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,02744,340002744,1,9,2004,1,1,female,White,White,58,1,Girlfriend,,,,9,10,2004,6,2004,"Personal weapon (hands/feet, etc)",Victim’s residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,03042,340003042,1,11,2004,1,1,female,White,White,63,1,Girlfriend,,,,11,22,2004,2,2004,Rifle,Victim’s residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3404,03192,340403192,1,5,2004,1,1,female,Black or African American,Black,47,1,Girlfriend,,,,5,28,2004,6,2004,Blunt object,Victim’s residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3404,03194,340403194,1,6,2004,1,1,male,American Indian and Alaska Native,American Indian,35,1,Boyfriend,,,,6,2,2004,4,2004,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3404,03216,340403216,1,8,2004,1,1,female,White,White,62,1,Wife,,,,8,3,2004,3,2004,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3404,03220,340403220,1,8,2004,1,1,female,Hispanic,Hispanic,16,1,Girlfriend,,,,8,12,2004,5,2004,Knife or other stabbing instrument,Residence of offender,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3404,03221,340403221,1,8,2004,1,1,male,Hispanic,Hispanic,49,1,Homosexual relationship,,,,8,27,2004,6,2004,Blunt object,Victim’s residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,05158,340005158,1,7,2005,1,1,female,Black or African American,Black,44,1,Girlfriend,,,,7,1,2005,6,2005,"Personal weapon (hands/feet, etc)",Shared residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,05945,340005945,1,10,2005,1,1,female,Hispanic,Hispanic,34,1,Girlfriend,,,,10,16,2005,1,2005,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,06483,340006483,1,11,2005,1,1,female,Other,Other,39,1,Wife,,,,11,13,2005,1,2005,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3404,04567,340404567,1,3,2005,2,1,female,White,White,27,1,Wife,,,,3,12,2005,7,2005,Firearm (not specified),Shared residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3404,04659,340404659,1,4,2005,1,1,female,Black or African American,Black,23,1,Girlfriend,,,,4,10,2005,1,2005,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3404,05511,340405511,1,7,2005,1,1,female,Black or African American,Black,45,1,Girlfriend,,,,7,3,2005,1,2005,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3404,05513,340405513,1,7,2005,1,1,female,White,White,21,1,Girlfriend,,,,7,8,2005,6,2005,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3404,05695,340405695,1,9,2005,1,1,female,Black or African American,Black,41,1,Wife,,,,9,27,2005,3,2005,Knife or other stabbing instrument,Parking lot,Domestic Violence,The suspect/offender intentionally killed the victim while lying in wait.
34,Sacramento,3400,06804,340006804,1,1,2006,1,1,female,White,White,53,1,Wife,,,,1,20,2006,6,2006,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3404,07541,340407541,1,2,2006,1,1,female,White,White,28,1,Wife,,,,2,28,2006,3,2006,Rope/Garrote,Victim’s residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3404,08332,340408332,1,7,2006,1,1,male,Black or African American,Black,25,1,"Other, known to Victim",,,,7,3,2006,2,2006,Knife or other stabbing instrument,Residence of offender,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3404,08666,340408666,1,8,2006,1,1,female,Black or African American,Black,27,1,Wife,,,,8,1,2006,3,2006,Handgun (pistol/revolver),Other residence (not victim’s or offender’s),Domestic Violence,Non-death penalty homicide.
34,Sacramento,3404,09353,340409353,1,11,2006,1,1,female,Asian,Other Asian,49,1,Wife,,,,11,5,2006,1,2006,Shotgun,Shared residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,09782,340009782,2,1,2007,2,1,female,White,White,19,1,Girlfriend,,,,1,2,2007,3,2007,Blunt object,Victim’s residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,09787,340009787,1,1,2007,1,1,female,White,White,39,1,Girlfriend,,,,1,11,2007,5,2007,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,10626,340010626,1,1,2007,1,1,female,Hispanic,Hispanic,26,1,Girlfriend,,,,1,20,2007,7,2007,Handgun (pistol/revolver),Parking lot,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,10595,340010595,1,4,2007,1,1,female,White,White,48,1,Ex-wife,,,,4,28,2007,7,2007,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3401,09887,340109887,1,1,2007,2,1,female,White,White,56,1,Wife,,,,1,17,2007,4,2007,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3404,09845,340409845,1,1,2007,1,1,female,Black or African American,Black,30,1,Girlfriend,,,,1,5,2007,6,2007,Handgun (pistol/revolver),Any vehicle,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3404,11431,340411431,1,7,2007,1,1,female,Black or African American,Black,27,1,Girlfriend,,,,7,2,2007,2,2007,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3404,12824,340412824,1,12,2007,1,1,male,Hispanic,Hispanic,27,1,Boyfriend,,,,12,24,2007,2,2007,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,13748,340013748,1,3,2008,1,1,female,White,White,35,1,Girlfriend,,,,3,19,2008,4,2008,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,15796,340015796,1,11,2008,1,1,female,Hispanic,Hispanic,21,1,Girlfriend,,,,11,8,2008,7,2008,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,16023,340016023,1,12,2008,3,1,female,Asian,Other Asian,32,1,Wife,,,,12,1,2008,2,2008,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3404,14137,340414137,1,4,2008,1,1,female,Black or African American,Black,33,1,Wife,,,,4,11,2008,6,2008,"Personal weapon (hands/feet, etc)",Other residence (not victim’s or offender’s),Domestic Violence,Non-death penalty homicide.
34,Sacramento,3404,14454,340414454,1,5,2008,1,1,female,Black or African American,Black,27,1,Girlfriend,,,,5,14,2008,4,2008,Handgun (pistol/revolver),Other residence (not victim’s or offender’s),Domestic Violence,Non-death penalty homicide.
34,Sacramento,3404,15090,340415090,1,8,2008,1,1,female,Black or African American,Black,20,1,Girlfriend,,,,8,10,2008,1,2008,Other,Other residence (not victim’s or offender’s),Domestic Violence,Non-death penalty homicide.
34,Sacramento,3496,14147,349614147,1,4,2008,1,1,female,White,White,61,1,Wife,,,,4,25,2008,6,2008,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3401,17582,340117582,1,7,2009,1,1,female,White,White,39,1,Ex-wife,,,,7,16,2009,5,2009,Firearm (not specified),Victim’s residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3404,16773,340416773,1,4,2009,1,1,female,Black or African American,Black,25,1,Wife,,,,4,10,2009,6,2009,Firearm (not specified),Other residence (not victim’s or offender’s),Domestic Violence,Unable to determine (not enough information)
34,Sacramento,3404,17438,340417438,1,7,2009,1,1,female,White,White,26,1,Girlfriend,,,,7,20,2009,2,2009,Handgun (pistol/revolver),Other residence (not victim’s or offender’s),Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,19259,340019259,1,3,2010,2,1,female,Hispanic,Hispanic,17,1,Girlfriend,,,,3,13,2010,7,2010,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,20934,340020934,1,11,2010,3,1,female,Asian,Other Asian,46,1,Wife,,,,11,8,2010,2,2010,Rifle,Shared residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,21122,340021122,1,12,2010,1,1,female,Hispanic,Hispanic,31,1,Girlfriend,,,,12,5,2010,1,2010,Handgun (pistol/revolver),Residence of offender,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,21124,340021124,1,12,2010,1,1,female,Asian,Other Asian,60,1,Wife,,,,12,8,2010,4,2010,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3404,18897,340418897,1,1,2010,1,1,female,White,White,50,1,Girlfriend,,,,1,24,2010,1,2010,Blunt object,Other residence (not victim’s or offender’s),Domestic Violence,Non-death penalty homicide.
34,Sacramento,3455,21119,345521119,1,12,2010,1,1,male,White,White,32,1,Boyfriend,,,,12,8,2010,4,2010,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3496,19395,349619395,1,2,2010,1,1,female,White,White,17,1,Girlfriend,,,,2,12,2010,6,2010,"Personal weapon (hands/feet, etc)","Park, public use area",Domestic Violence,Non-death penalty homicide.
34,Sacramento,3496,19959,349619959,1,3,2010,1,1,female,Hispanic,Hispanic,26,1,Girlfriend,,,,3,13,2010,7,2010,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3496,20405,349620405,1,8,2010,1,1,female,White,White,28,1,Girlfriend,,,,8,22,2010,1,2010,Firearm (not specified),Victim’s residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,21551,340021551,1,2,2011,1,1,female,White,White,55,1,Girlfriend,,,,2,5,2011,7,2011,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,21553,340021553,1,2,2011,1,1,female,White,White,37,1,Wife,,,,2,13,2011,1,2011,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,22655,340022655,1,7,2011,1,1,female,White,White,38,1,Girlfriend,,,,7,29,2011,6,2011,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,23581,340023581,1,12,2011,1,1,female,White,White,46,1,Wife,,,,12,1,2011,5,2011,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3404,21287,340421287,1,1,2011,1,1,female,White,White,23,1,Girlfriend,,,,1,23,2011,1,2011,"Personal weapon (hands/feet, etc)",Street/side walk,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,24858,340024858,1,6,2012,1,1,female,White,White,53,1,Girlfriend,,,,6,21,2012,5,2012,Shotgun,Victim’s residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3404,24051,340424051,1,3,2012,1,1,female,Black or African American,Black,28,1,Wife,,,,3,18,2012,1,2012,Handgun (pistol/revolver),Other residence (not victim’s or offender’s),Domestic Violence,Non-death penalty homicide.
34,Sacramento,3404,25378,340425378,1,9,2012,1,1,female,Black or African American,Black,41,1,Girlfriend,,,,9,8,2012,7,2012,Firearm (not specified),Other residence (not victim’s or offender’s),Domestic Violence,Non-death penalty homicide.
34,Sacramento,3404,25380,340425380,1,9,2012,1,1,female,Black or African American,Black,28,1,Girlfriend,,,,9,16,2012,1,2012,Handgun (pistol/revolver),Other residence (not victim’s or offender’s),Domestic Violence,Non-death penalty homicide.
34,Sacramento,3404,25840,340425840,1,10,2012,1,1,male,Asian,Other Asian,55,1,Boyfriend,,,,10,20,2012,7,2012,Unknown,Other residence (not victim’s or offender’s),Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,26946,340026946,1,4,2013,1,1,female,White,White,53,1,Homosexual relationship,,,,4,23,2013,3,2013,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,27133,340027133,1,5,2013,1,1,female,White,White,51,1,Girlfriend,,,,5,1,2013,4,2013,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,27627,340027627,1,7,2013,1,1,female,White,White,24,1,Girlfriend,,,,7,1,2013,2,2013,Unknown,Unknown,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,28376,340028376,1,11,2013,1,1,female,White,White,51,1,Wife,,,,11,27,2013,4,2013,Asphyxiation,Shared residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,28807,340028807,1,1,2014,1,1,female,White,White,30,1,Girlfriend,,,,1,23,2014,5,2014,Unknown,Other,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,28879,340028879,1,2,2014,1,1,female,White,White,56,1,Wife,,,,2,14,2014,6,2014,Handgun (pistol/revolver),Other,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,29569,340029569,1,5,2014,1,1,female,White,White,26,1,Girlfriend,,,,5,1,2014,5,2014,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3404,29225,340429225,1,4,2014,1,1,female,White,White,35,1,Ex-wife,,,,4,26,2014,7,2014,Handgun (pistol/revolver),Other residence (not victim’s or offender’s),Domestic Violence,Non-death penalty homicide.
34,Sacramento,3404,29425,340429425,1,5,2014,1,1,female,Black or African American,Black,31,1,Ex-wife,,,,5,14,2014,4,2014,Firearm (not specified),Other residence (not victim’s or offender’s),Domestic Violence,Non-death penalty homicide.
34,Sacramento,3404,29910,340429910,1,7,2014,1,1,female,Black or African American,Black,48,1,Wife,,,,7,8,2014,3,2014,Knife or other stabbing instrument,Street/side walk,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3404,30381,340430381,1,9,2014,1,1,female,Black or African American,Black,58,1,Wife,,,,9,3,2014,4,2014,Handgun (pistol/revolver),Other residence (not victim’s or offender’s),Domestic Violence,Non-death penalty homicide.
34,Sacramento,340H,30648,340H30648,1,11,2014,1,1,female,Hispanic,Hispanic,37,1,Girlfriend,,,,11,5,2014,4,2014,Unknown,Residence of offender,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,31664,340031664,1,4,2015,1,1,female,White,White,52,1,Wife,,,,4,9,2015,5,2015,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,32032,340032032,1,6,2015,1,1,female,Asian,Other Asian,83,1,Wife,,,,6,5,2015,6,2015,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,32970,340032970,1,10,2015,1,1,female,White,White,55,1,Wife,,,,10,24,2015,7,2015,Handgun (pistol/revolver),Shared residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,33168,340033168,1,11,2015,1,1,female,White,White,37,1,Wife,,,,11,14,2015,7,2015,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,33343,340033343,1,12,2015,1,1,female,White,White,40,1,Girlfriend,,,,12,9,2015,4,2015,Blunt object,Victim’s residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3401,33689,340133689,1,12,2015,1,1,female,White,White,25,1,Wife,,,,12,21,2015,2,2015,Knife or other stabbing instrument,Victim’s residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3402,32762,340232762,1,8,2015,1,1,male,White,White,68,1,Boyfriend,,,,8,8,2015,7,2015,Knife or other stabbing instrument,Shared residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3496,33646,349633646,1,3,2015,1,1,female,White,White,46,1,Girlfriend,,,,3,16,2015,2,2015,Rope/Garrote,Victim’s residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3496,33647,349633647,1,3,2015,1,1,female,White,White,32,1,Girlfriend,,,,3,26,2015,5,2015,Blunt object,Shared residence,Domestic Violence,Non-death penalty homicide.
34,Sacramento,3400,35779,340035779,1,11,2016,1,1,female,White,White,28,1,Girlfriend,,,,11,23,2016,4,2016,Handgun (pistol/revolver),Victim’s residence,Domestic Violence,Non-death penalty homicide.
